tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delays,contract_type,internet_service,online_security,tech_support,paperless_billing,gender,senior_citizen,partner,dependents,churn
61,74.03,4194.76,4,2,1,Two year,Fiber optic,No,Yes,No,Female,0,Yes,No,0
54,105.12,3748.27,1,7,4,One year,No,Yes,No,Yes,Female,0,No,Yes,0
63,115.76,2584.03,3,6,3,Month-to-month,DSL,Yes,No,No,Male,1,Yes,No,1
7,76.57,4689.65,2,6,2,Two year,DSL,Yes,Yes,Yes,Female,0,No,No,1
49,71.45,5866.12,4,7,1,One year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
31,28.51,3346.37,1,9,2,Month-to-month,No,No,Yes,No,Male,0,No,No,0
58,74.89,5070.83,2,6,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,1
61,58.0,5624.57,1,9,4,One year,DSL,Yes,Yes,Yes,Male,0,No,No,0
24,80.71,5717.86,4,1,4,Month-to-month,Fiber optic,No,No,No,Female,0,No,No,1
20,58.87,510.53,1,3,4,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,Yes,1
37,44.03,6892.01,1,5,0,Two year,No,Yes,No,No,Female,1,No,Yes,0
4,29.5,3720.2,2,2,1,One year,Fiber optic,No,No,Yes,Female,0,Yes,Yes,1
20,51.49,2173.09,3,2,3,Two year,No,Yes,Yes,No,Male,1,No,No,0
60,29.66,2009.94,1,5,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
24,37.69,3915.81,4,0,4,Two year,DSL,Yes,Yes,Yes,Female,1,No,No,0
50,118.73,7105.97,1,0,3,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,Yes,1
49,64.41,3088.95,1,4,2,One year,Fiber optic,Yes,Yes,No,Male,0,Yes,Yes,0
51,73.19,6022.83,3,0,1,Month-to-month,No,Yes,Yes,Yes,Male,0,No,Yes,0
36,107.36,864.87,2,9,1,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,No,1
66,119.56,3860.85,4,7,1,Month-to-month,DSL,No,Yes,No,Male,0,Yes,No,1
34,78.27,7934.32,2,1,2,One year,DSL,No,Yes,Yes,Female,0,Yes,No,0
36,101.25,6186.46,2,5,0,Month-to-month,Fiber optic,No,No,No,Male,1,No,No,1
6,52.69,1763.18,2,9,2,Month-to-month,DSL,Yes,No,No,Male,0,Yes,No,0
39,50.57,4061.39,1,9,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,0
42,60.27,1945.64,3,4,1,Month-to-month,No,No,No,Yes,Male,0,No,No,0
58,87.25,3335.53,1,9,1,One year,Fiber optic,No,Yes,Yes,Female,0,No,No,1
12,88.22,6262.66,4,3,3,Two year,Fiber optic,No,No,No,Female,1,No,No,0
3,51.52,6192.68,3,0,0,Month-to-month,No,Yes,No,Yes,Male,0,Yes,No,0
18,33.32,1901.99,2,2,2,One year,Fiber optic,Yes,No,Yes,Male,0,No,Yes,0
40,83.24,7385.56,3,3,1,Two year,DSL,Yes,No,Yes,Female,0,Yes,No,1
21,32.83,4781.29,4,1,4,One year,DSL,No,Yes,Yes,Female,0,Yes,Yes,0
15,77.85,3101.4,1,1,0,One year,Fiber optic,Yes,Yes,Yes,Female,0,No,Yes,0
26,89.34,4065.29,1,1,4,Month-to-month,DSL,No,Yes,Yes,Female,0,No,Yes,1
8,90.06,4880.06,2,0,0,Month-to-month,Fiber optic,Yes,No,Yes,Male,1,No,No,1
42,95.35,4523.14,1,9,1,Month-to-month,No,Yes,Yes,Yes,Male,1,No,No,1
44,107.29,3942.6,1,1,0,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,1
14,70.0,4088.97,4,5,0,Two year,Fiber optic,No,Yes,Yes,Male,0,No,No,0
2,93.02,1493.65,3,2,1,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,Yes,1
37,81.92,6520.59,1,9,4,Month-to-month,No,Yes,No,Yes,Male,0,No,No,0
69,38.66,4379.91,4,4,4,Two year,No,Yes,No,No,Female,0,Yes,No,1
38,22.57,1135.53,4,0,3,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,Yes,Yes,0
41,48.45,6152.64,2,7,4,Two year,Fiber optic,No,Yes,No,Female,0,Yes,No,1
62,64.3,7466.31,4,3,4,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,No,0
60,81.71,7583.72,2,8,0,Month-to-month,DSL,No,Yes,No,Male,0,Yes,No,1
14,105.0,3015.24,1,3,3,One year,DSL,Yes,No,Yes,Female,0,Yes,No,0
2,39.62,1170.58,2,1,1,One year,DSL,No,No,No,Female,0,No,No,0
70,32.55,4195.36,4,2,1,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,Yes,1
17,116.35,989.61,3,4,2,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,0
28,30.8,7478.5,3,9,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
66,67.85,1550.28,1,5,0,One year,DSL,Yes,Yes,No,Female,0,No,Yes,0
35,78.56,2096.85,1,6,2,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,No,1
5,74.14,3312.43,3,3,2,One year,Fiber optic,No,Yes,Yes,Male,1,Yes,No,0
65,28.6,3127.0,2,6,1,Month-to-month,DSL,Yes,No,Yes,Male,0,No,Yes,1
40,25.7,6377.84,1,9,4,Month-to-month,No,Yes,No,Yes,Male,0,No,No,0
56,30.55,3704.9,4,2,0,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,0
36,78.56,1449.07,1,6,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,Yes,1
45,74.43,2210.96,2,3,2,Month-to-month,DSL,No,No,Yes,Male,0,No,No,0
23,43.37,4122.0,1,7,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
47,83.78,1264.89,4,8,1,Month-to-month,DSL,No,No,Yes,Male,0,No,Yes,0
31,102.01,4932.08,4,6,2,Two year,DSL,No,Yes,No,Male,0,Yes,No,0
11,24.16,4569.4,4,7,2,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,No,1
10,69.81,5746.15,2,7,1,One year,Fiber optic,No,No,Yes,Female,0,Yes,No,0
67,88.93,7507.87,2,1,1,Two year,Fiber optic,Yes,No,No,Female,0,Yes,No,0
14,45.23,7306.81,4,8,1,Two year,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
10,50.78,7574.0,4,5,0,Two year,No,No,Yes,Yes,Male,0,Yes,No,0
1,81.36,2033.25,2,3,0,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,No,1
5,109.79,1139.37,2,4,0,One year,DSL,No,No,No,Female,0,Yes,No,1
20,100.99,2487.99,2,9,4,Two year,No,Yes,No,No,Female,0,No,No,0
8,78.31,7171.17,3,4,2,Two year,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,1
43,93.02,7779.22,2,6,0,One year,Fiber optic,Yes,Yes,Yes,Male,1,No,Yes,0
1,56.48,6888.67,4,8,4,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,No,1
57,84.1,969.14,3,6,2,Two year,DSL,Yes,No,Yes,Male,0,No,No,0
64,66.62,7584.68,2,8,0,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,No,1
28,38.99,3444.53,4,3,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,1,Yes,No,0
37,90.17,173.55,1,9,3,Month-to-month,DSL,No,Yes,Yes,Female,0,No,No,1
47,75.65,3594.91,3,9,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,1,Yes,Yes,1
37,55.86,463.95,4,3,3,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,Yes,0
49,111.13,4396.64,1,5,0,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,0
44,22.09,2774.58,4,7,1,Two year,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
56,51.58,3840.14,2,8,3,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,0
28,25.69,4944.05,2,0,4,Month-to-month,DSL,Yes,No,Yes,Female,0,Yes,No,0
6,96.65,6963.53,1,0,1,Two year,DSL,Yes,Yes,No,Female,0,No,No,0
61,90.21,5329.02,2,7,3,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,Yes,1
20,53.14,3528.99,4,6,3,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,No,No,1
2,87.57,6573.48,1,8,1,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,Yes,1
37,59.59,7254.1,4,2,1,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,Yes,0
20,95.63,1046.1,4,9,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,Yes,No,1
26,65.42,4302.27,4,4,2,One year,No,Yes,Yes,Yes,Male,0,Yes,No,0
29,61.23,2347.64,2,2,4,Two year,Fiber optic,No,No,Yes,Male,1,No,Yes,0
1,113.47,471.78,2,4,0,One year,DSL,Yes,No,Yes,Male,0,Yes,Yes,0
35,45.09,5381.52,4,9,3,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,Yes,1
70,32.04,6915.89,3,0,0,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,Yes,0
59,78.45,1386.93,4,3,1,Month-to-month,No,Yes,No,No,Male,0,Yes,No,0
69,116.93,6518.07,4,5,4,Month-to-month,No,No,Yes,No,Female,1,Yes,No,0
33,57.78,6841.83,1,1,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,1
51,26.2,7323.29,4,6,2,Two year,Fiber optic,No,Yes,No,Female,0,Yes,Yes,1
12,53.93,2195.75,2,7,1,Month-to-month,No,No,Yes,No,Male,0,Yes,Yes,0
20,70.59,7241.23,1,0,3,Month-to-month,No,No,Yes,No,Female,0,Yes,No,0
53,36.19,2633.24,3,3,2,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,No,1
43,85.81,4463.47,1,3,1,Month-to-month,DSL,Yes,No,No,Female,0,Yes,No,0
50,119.77,499.01,3,4,2,One year,DSL,No,Yes,No,Female,0,No,Yes,1
29,65.17,446.66,1,3,0,Two year,Fiber optic,No,No,No,Female,0,Yes,No,0
57,55.47,5790.95,1,8,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,Yes,1
39,60.07,3611.39,3,6,3,Month-to-month,No,No,Yes,No,Female,0,Yes,Yes,1
56,31.51,2124.71,2,1,3,Two year,No,No,No,No,Female,0,Yes,Yes,0
43,108.33,1604.27,2,0,1,One year,DSL,No,Yes,No,Female,0,Yes,No,0
50,61.48,5392.63,2,8,2,Two year,Fiber optic,No,No,Yes,Male,0,Yes,No,0
23,58.73,103.17,1,0,4,Month-to-month,DSL,Yes,Yes,No,Female,0,Yes,Yes,0
44,85.97,6466.54,4,5,1,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,No,0
38,64.2,726.07,1,1,3,Month-to-month,Fiber optic,Yes,No,Yes,Male,1,No,No,1
23,84.82,1612.77,4,3,0,Month-to-month,DSL,Yes,No,No,Female,0,Yes,Yes,0
45,26.14,3151.27,4,5,3,One year,DSL,Yes,No,No,Male,0,Yes,No,0
52,101.37,3930.38,2,4,4,Month-to-month,DSL,No,No,No,Male,0,Yes,No,1
50,114.05,2904.46,4,5,3,Month-to-month,DSL,No,No,Yes,Male,0,No,No,1
8,84.88,2633.63,1,2,4,Month-to-month,No,Yes,Yes,Yes,Male,0,Yes,No,1
1,115.46,7714.94,1,4,1,Two year,DSL,Yes,Yes,No,Male,0,No,No,0
8,35.14,5168.48,2,1,3,Month-to-month,DSL,Yes,No,Yes,Female,0,Yes,Yes,1
29,67.74,285.12,3,6,2,Month-to-month,DSL,Yes,No,No,Male,1,Yes,No,0
5,80.18,3498.39,1,2,2,One year,No,Yes,Yes,Yes,Male,1,Yes,Yes,1
47,78.17,7012.57,4,0,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
34,60.15,2481.5,1,7,3,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,1
65,53.81,847.0,1,7,0,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,0
55,32.68,6091.24,1,2,3,Two year,DSL,No,Yes,Yes,Female,0,Yes,No,0
43,59.17,4887.51,3,6,0,One year,DSL,Yes,No,Yes,Male,1,Yes,No,1
30,36.27,4605.47,4,8,0,One year,Fiber optic,No,Yes,Yes,Male,1,Yes,No,0
17,93.44,523.25,2,7,0,Two year,DSL,Yes,Yes,No,Male,1,Yes,No,0
26,40.88,1209.94,1,2,0,Two year,No,Yes,Yes,No,Female,1,No,No,0
8,25.86,5018.14,4,1,1,One year,Fiber optic,No,No,Yes,Female,0,Yes,Yes,1
47,75.24,1741.81,4,9,2,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,No,No,0
46,79.52,4082.15,2,6,0,One year,DSL,No,Yes,Yes,Male,1,No,Yes,0
68,107.19,4404.57,1,6,2,Month-to-month,No,No,No,Yes,Male,0,No,No,1
33,77.7,2339.71,3,8,0,Two year,Fiber optic,No,No,Yes,Male,0,Yes,No,1
1,54.55,7592.56,4,4,2,One year,DSL,Yes,Yes,No,Male,1,Yes,Yes,0
19,100.3,6755.47,2,3,3,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
31,74.03,5806.75,3,7,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
14,27.93,716.15,4,3,2,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,0
53,76.59,938.43,1,3,0,Month-to-month,No,Yes,No,No,Male,0,Yes,No,0
48,110.8,3992.97,4,1,1,Month-to-month,Fiber optic,No,Yes,No,Male,0,Yes,No,1
69,59.63,1369.64,3,0,2,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,Yes,0
62,49.63,7828.3,3,3,4,Month-to-month,DSL,No,No,Yes,Male,0,Yes,No,0
66,34.35,1352.31,1,6,1,One year,Fiber optic,No,No,No,Female,0,Yes,No,0
64,35.14,3951.0,1,8,4,Month-to-month,No,Yes,No,Yes,Female,1,Yes,No,0
70,63.28,2976.56,2,8,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,Yes,1
63,79.57,5151.15,1,9,0,Month-to-month,DSL,No,Yes,Yes,Female,1,Yes,No,0
33,28.06,1119.39,2,0,4,Two year,DSL,No,Yes,No,Male,0,Yes,No,1
41,113.96,3499.5,3,4,2,Month-to-month,DSL,Yes,No,No,Female,0,No,No,0
48,95.51,2270.17,3,6,1,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,1
13,78.66,7113.24,4,6,0,One year,No,Yes,No,Yes,Female,0,Yes,No,0
31,102.84,420.63,4,9,4,Month-to-month,DSL,Yes,Yes,No,Female,0,No,No,0
68,28.02,7318.45,2,5,2,Month-to-month,DSL,No,No,Yes,Female,0,No,No,0
4,67.68,6680.65,1,9,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
19,83.01,2450.81,1,3,0,One year,No,No,Yes,Yes,Female,0,No,No,0
70,102.87,6335.4,4,2,3,One year,Fiber optic,Yes,No,No,Female,0,No,No,1
13,98.35,346.59,3,8,0,One year,DSL,No,Yes,Yes,Male,0,Yes,No,1
23,47.71,7738.24,2,9,2,Month-to-month,DSL,Yes,No,No,Female,0,Yes,No,1
1,114.09,4260.1,3,3,1,One year,Fiber optic,Yes,No,Yes,Male,1,Yes,No,0
54,32.43,2495.92,3,7,3,Month-to-month,No,No,Yes,Yes,Male,1,No,No,0
71,107.51,2964.41,1,0,2,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,0
15,117.09,624.6,2,6,2,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,Yes,0
65,37.72,7915.86,3,5,2,One year,Fiber optic,No,No,Yes,Female,0,Yes,No,0
71,92.21,410.41,4,0,4,Month-to-month,Fiber optic,No,No,Yes,Female,0,Yes,Yes,1
15,24.03,5273.77,4,3,4,One year,DSL,No,No,Yes,Male,0,No,No,0
21,60.54,3597.61,1,4,1,Two year,No,No,No,No,Female,0,No,No,0
19,71.63,7596.44,4,7,2,Month-to-month,Fiber optic,Yes,No,No,Male,0,Yes,No,1
60,78.06,2043.4,4,3,4,Month-to-month,Fiber optic,Yes,No,Yes,Female,1,No,No,1
33,113.59,4303.49,3,2,4,Month-to-month,Fiber optic,Yes,No,Yes,Female,1,Yes,Yes,1
49,87.23,3910.61,4,1,4,Month-to-month,No,Yes,No,Yes,Male,1,No,No,1
35,68.13,5652.64,4,3,1,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,Yes,0
44,100.97,637.28,3,9,1,Two year,Fiber optic,Yes,Yes,No,Male,1,Yes,No,0
11,115.05,1630.93,1,3,2,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,Yes,0
66,22.21,1795.06,1,9,3,One year,Fiber optic,No,No,Yes,Female,1,Yes,No,0
46,118.25,5931.39,2,4,2,Month-to-month,DSL,No,Yes,Yes,Female,0,Yes,No,0
9,28.61,1594.2,4,6,4,Two year,No,No,Yes,Yes,Male,0,No,No,1
3,101.44,4630.58,3,8,4,Two year,No,Yes,No,Yes,Male,0,No,Yes,1
26,48.03,1800.43,2,1,0,One year,DSL,No,Yes,Yes,Female,0,Yes,Yes,0
48,33.22,6906.84,1,4,2,Two year,DSL,Yes,Yes,No,Female,0,No,No,0
66,63.99,7543.27,1,9,4,Month-to-month,DSL,Yes,No,Yes,Female,0,Yes,No,1
70,84.4,4196.09,3,8,4,Month-to-month,No,Yes,No,Yes,Female,0,Yes,No,1
28,58.1,2883.24,2,2,3,One year,Fiber optic,No,Yes,Yes,Male,0,No,Yes,0
26,25.46,1949.06,2,0,0,One year,Fiber optic,No,No,No,Female,0,Yes,No,0
25,79.95,493.27,3,1,2,Two year,No,No,Yes,Yes,Female,1,Yes,No,0
12,110.24,2221.15,3,5,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,Yes,No,0
5,58.32,5268.46,2,4,2,Month-to-month,No,Yes,No,Yes,Female,1,Yes,No,0
48,41.63,4315.57,1,0,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
37,64.26,7557.93,4,0,3,Two year,Fiber optic,Yes,Yes,No,Male,1,No,Yes,1
44,24.84,3230.59,1,3,2,Two year,Fiber optic,No,Yes,No,Female,0,No,Yes,1
15,102.05,5581.52,3,3,3,One year,Fiber optic,No,Yes,No,Female,0,Yes,No,1
43,102.63,3965.65,2,5,3,Month-to-month,No,No,Yes,Yes,Male,1,No,No,0
48,78.8,4149.35,2,5,4,One year,Fiber optic,No,No,Yes,Male,0,No,No,0
70,55.31,2215.42,4,9,1,One year,Fiber optic,Yes,No,Yes,Female,0,No,Yes,0
46,99.98,3694.11,2,5,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,1
43,75.47,3819.2,4,0,0,One year,DSL,No,Yes,Yes,Male,0,Yes,No,0
21,102.59,5682.48,1,9,0,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,No,No,1
23,83.15,7531.06,1,8,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,Yes,1
47,98.44,2701.64,2,6,3,Month-to-month,No,No,No,Yes,Male,0,No,Yes,1
15,79.86,433.38,2,6,1,One year,Fiber optic,No,Yes,Yes,Male,1,No,No,0
25,61.41,4020.73,3,6,4,Two year,Fiber optic,Yes,No,No,Male,0,No,Yes,0
36,115.79,4401.24,3,1,0,One year,Fiber optic,No,No,Yes,Female,0,No,No,1
51,74.11,1430.68,2,1,2,One year,Fiber optic,No,Yes,Yes,Male,0,Yes,Yes,0
15,80.51,6107.67,2,5,0,Month-to-month,No,No,Yes,No,Female,0,No,No,1
68,42.05,7880.94,1,6,3,One year,Fiber optic,No,No,No,Male,0,No,No,0
21,82.57,7571.62,2,2,1,Month-to-month,DSL,No,No,Yes,Female,0,No,No,0
13,77.16,1657.14,3,3,0,One year,Fiber optic,No,No,Yes,Male,0,No,No,0
19,38.48,7015.37,1,2,2,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,1
34,25.96,5665.5,4,6,2,One year,DSL,No,No,No,Female,0,Yes,No,0
68,80.44,3685.39,3,6,1,One year,DSL,No,Yes,No,Female,0,No,No,0
52,96.37,4370.83,3,3,1,One year,Fiber optic,Yes,No,Yes,Female,0,No,Yes,1
27,72.34,6811.84,1,6,0,One year,DSL,No,Yes,No,Male,0,No,No,0
29,42.68,3893.07,4,4,3,Month-to-month,DSL,No,Yes,Yes,Male,0,No,Yes,1
28,86.65,3048.34,3,0,4,Two year,DSL,No,No,No,Male,0,Yes,No,1
35,28.01,3996.66,2,9,2,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,0
8,64.18,4675.13,3,3,1,Two year,DSL,No,No,Yes,Female,0,Yes,No,0
16,36.34,1593.71,1,6,4,One year,DSL,No,Yes,No,Male,0,Yes,No,0
36,38.45,7217.17,1,1,4,Month-to-month,DSL,Yes,No,Yes,Male,1,No,No,1
30,40.23,5426.08,1,1,4,Two year,DSL,Yes,Yes,No,Male,0,No,No,0
18,58.67,5102.82,3,0,3,One year,DSL,No,No,Yes,Male,0,Yes,No,0
2,25.12,886.02,4,1,1,Two year,No,Yes,No,Yes,Female,0,No,No,0
49,59.78,4872.97,2,9,2,One year,Fiber optic,Yes,Yes,No,Male,0,Yes,No,0
4,71.17,1055.59,1,7,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
7,68.33,721.71,4,7,0,Month-to-month,No,Yes,Yes,Yes,Female,0,No,No,0
39,58.28,4265.76,2,7,2,Month-to-month,DSL,Yes,No,Yes,Female,0,No,No,0
13,103.91,3282.01,1,0,1,Two year,DSL,No,Yes,No,Male,0,No,No,0
31,34.53,4751.6,2,0,2,One year,No,Yes,Yes,No,Female,0,Yes,No,0
71,70.57,804.86,2,9,0,Month-to-month,Fiber optic,No,No,Yes,Male,0,No,Yes,1
63,26.2,3504.77,4,3,2,One year,No,No,No,Yes,Male,0,No,No,0
56,27.12,1480.82,2,5,4,One year,No,No,Yes,Yes,Male,0,No,No,1
42,77.39,7898.09,1,7,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,1
61,76.6,4533.09,4,1,0,Month-to-month,No,No,No,No,Female,0,No,No,0
42,107.8,5530.75,3,2,2,Month-to-month,No,Yes,No,No,Female,1,Yes,No,0
56,75.79,2670.8,3,5,0,Month-to-month,Fiber optic,No,No,Yes,Female,1,Yes,Yes,1
36,115.98,848.44,4,9,4,Month-to-month,No,No,Yes,Yes,Female,0,No,No,1
68,24.87,7809.38,3,3,3,Month-to-month,DSL,No,Yes,No,Male,0,Yes,No,0
7,29.8,2361.45,2,1,0,Two year,Fiber optic,Yes,No,Yes,Female,0,No,No,1
54,24.41,3448.08,1,6,4,Month-to-month,DSL,No,No,No,Female,0,No,No,0
1,38.53,5233.92,2,3,4,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
44,74.13,295.11,4,7,4,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,Yes,No,1
45,84.56,6501.05,1,7,2,Month-to-month,DSL,Yes,Yes,No,Female,1,Yes,No,1
47,24.56,4338.97,4,6,1,Month-to-month,Fiber optic,No,Yes,No,Male,0,Yes,No,0
13,114.6,2297.92,4,9,0,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,1
22,104.22,586.7,4,8,1,One year,Fiber optic,No,No,Yes,Male,0,No,No,1
21,49.66,1383.74,2,3,4,One year,DSL,No,No,Yes,Female,0,Yes,No,0
9,27.72,7170.77,1,6,1,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,Yes,1
26,36.99,5519.59,1,9,4,One year,No,No,No,Yes,Female,0,No,No,0
9,32.69,2074.22,1,9,4,Month-to-month,Fiber optic,Yes,No,No,Male,0,Yes,Yes,1
15,32.33,618.25,2,0,3,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,No,No,0
10,71.86,5555.86,3,3,3,One year,Fiber optic,No,No,Yes,Male,0,No,No,1
42,44.58,4622.02,2,1,1,Two year,Fiber optic,No,Yes,No,Female,0,Yes,No,0
24,55.81,3295.7,2,8,0,One year,Fiber optic,Yes,Yes,No,Male,0,No,Yes,0
49,118.95,2972.53,4,4,1,Month-to-month,No,Yes,Yes,Yes,Male,0,No,Yes,0
26,88.43,1812.83,1,2,0,Two year,Fiber optic,No,No,Yes,Female,0,Yes,No,0
37,114.9,5389.93,1,3,1,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,No,1
68,34.26,7768.28,3,5,2,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,0
50,58.21,1488.15,3,9,2,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,Yes,0
24,75.47,4817.22,4,0,0,One year,Fiber optic,Yes,Yes,No,Male,0,No,No,0
19,27.68,3451.06,1,6,3,Two year,Fiber optic,No,Yes,Yes,Female,0,Yes,No,0
60,20.42,3628.84,3,7,0,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,No,No,1
39,87.04,2107.76,3,6,1,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,Yes,0
18,84.18,6618.57,1,6,4,One year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
19,61.08,3933.52,2,8,2,Two year,No,Yes,No,Yes,Male,0,No,No,0
36,68.96,4392.91,3,3,4,Month-to-month,DSL,No,No,Yes,Female,0,No,No,0
55,61.54,2507.61,1,6,2,Two year,No,Yes,No,Yes,Female,0,No,Yes,0
69,22.4,1536.29,3,8,1,Month-to-month,DSL,No,Yes,Yes,Female,0,No,No,0
47,53.54,778.69,4,4,2,One year,DSL,No,Yes,Yes,Male,0,Yes,No,0
49,37.71,5741.54,3,1,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,1,Yes,No,0
33,29.84,1650.25,1,4,4,Month-to-month,Fiber optic,No,Yes,No,Female,1,No,Yes,1
21,115.67,5551.6,3,3,4,One year,Fiber optic,No,No,Yes,Male,0,Yes,Yes,0
22,79.94,3183.97,4,7,1,Two year,DSL,No,No,Yes,Female,0,Yes,No,0
48,92.87,3384.62,4,4,4,Month-to-month,DSL,Yes,No,No,Female,0,No,Yes,1
37,51.54,3806.5,3,8,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,Yes,0
15,59.31,3004.9,3,8,3,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,0
35,43.69,894.9,4,2,0,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,Yes,1
71,29.7,2546.09,4,9,2,One year,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
32,37.9,5343.5,2,5,2,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,1
11,99.75,5359.7,2,5,2,One year,DSL,No,Yes,No,Male,0,No,No,1
10,87.75,2361.17,4,3,3,Month-to-month,DSL,Yes,No,No,Male,0,No,No,1
57,74.69,3734.81,3,9,0,Two year,Fiber optic,No,No,No,Male,0,No,No,1
25,67.51,1628.23,1,2,4,Month-to-month,DSL,No,No,Yes,Male,0,No,No,0
2,112.24,1761.94,3,0,4,Month-to-month,Fiber optic,No,No,No,Male,0,No,No,1
64,27.27,282.07,3,6,0,Month-to-month,No,Yes,No,No,Male,1,Yes,Yes,1
35,48.06,7184.3,2,4,0,Two year,DSL,Yes,Yes,Yes,Female,1,Yes,No,0
7,54.99,1764.58,2,9,2,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,1
18,98.24,1897.52,2,6,4,Month-to-month,DSL,No,Yes,No,Female,1,No,Yes,1
67,119.25,2308.85,4,0,0,Two year,No,No,No,Yes,Male,0,No,No,1
