customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls,payment_delays,contract_type,internet_service,online_security,tech_support,paperless_billing,gender,senior_citizen,partner,dependents,churn
CUST0503,67,56.19,5901.49,2,1,1,Month-to-month,No,Yes,Yes,No,Female,0,Yes,No,0
CUST0504,45,67.25,1749.76,1,2,4,One year,Fiber optic,Yes,No,No,Female,0,No,Yes,0
CUST0505,13,24.56,562.67,4,7,0,One year,Fiber optic,Yes,No,Yes,Female,0,Yes,No,0
CUST0506,58,34.0,4463.69,3,9,1,Month-to-month,DSL,Yes,No,Yes,Female,1,Yes,No,0
CUST0507,20,47.68,4802.31,4,6,3,One year,No,Yes,Yes,No,Female,0,Yes,Yes,0
CUST0508,61,117.15,6988.11,2,9,3,Two year,Fiber optic,Yes,No,No,Male,0,Yes,Yes,0
CUST0509,39,53.13,4658.15,3,5,1,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
CUST0510,1,68.2,2829.3,4,0,3,Month-to-month,DSL,No,Yes,Yes,Female,0,No,No,0
CUST0511,3,39.61,6443.79,1,8,1,One year,Fiber optic,No,No,No,Female,0,No,Yes,0
CUST0512,62,81.08,4368.2,3,2,0,One year,DSL,Yes,No,Yes,Male,0,Yes,No,0
CUST0513,63,48.07,726.31,1,4,1,Month-to-month,DSL,No,No,No,Male,0,No,No,1
CUST0514,25,40.7,4570.22,2,6,4,Two year,Fiber optic,No,Yes,Yes,Male,1,No,No,1
CUST0515,56,71.66,7273.35,4,6,4,Month-to-month,DSL,Yes,No,No,Female,0,No,No,0
CUST0516,33,20.55,3230.87,1,2,2,One year,DSL,Yes,Yes,No,Male,0,No,Yes,0
CUST0517,38,20.77,2440.97,2,3,3,One year,Fiber optic,No,Yes,No,Female,0,Yes,No,0
CUST0518,6,41.91,1233.41,4,9,3,Two year,DSL,Yes,No,Yes,Female,0,Yes,No,0
CUST0519,58,23.67,1296.42,2,6,1,Month-to-month,DSL,Yes,No,Yes,Male,1,Yes,No,0
CUST0520,44,30.8,3518.89,1,7,3,One year,DSL,Yes,Yes,Yes,Male,0,Yes,No,1
CUST0521,45,53.89,4805.87,2,1,4,Month-to-month,Fiber optic,No,No,No,Male,0,No,No,1
CUST0522,32,100.26,736.86,3,8,0,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,No,1
CUST0523,45,77.2,7522.59,4,6,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,Yes,No,0
CUST0524,61,71.27,6065.56,2,7,3,One year,DSL,Yes,No,No,Male,0,Yes,No,1
CUST0525,47,49.35,4734.33,1,5,4,Month-to-month,DSL,Yes,No,No,Male,0,No,Yes,0
CUST0526,21,113.18,6644.67,4,5,2,Month-to-month,DSL,No,Yes,Yes,Male,1,No,No,1
CUST0527,36,59.7,733.48,3,8,3,One year,Fiber optic,Yes,No,Yes,Male,0,No,Yes,0
CUST0528,19,28.71,3867.03,4,3,0,One year,No,No,Yes,No,Female,0,Yes,No,1
CUST0529,20,81.71,5077.74,3,4,0,One year,DSL,No,Yes,Yes,Female,0,Yes,No,0
CUST0530,57,31.38,6646.36,4,8,3,Two year,DSL,Yes,No,No,Male,1,Yes,No,0
CUST0531,18,54.52,6289.41,2,0,3,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,No,0
CUST0532,47,70.74,2288.85,2,3,4,Two year,Fiber optic,No,No,No,Female,0,No,No,0
CUST0533,49,107.42,7532.95,1,6,3,Two year,Fiber optic,No,No,Yes,Female,0,Yes,No,0
CUST0534,14,69.35,1082.33,3,8,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,1,No,No,0
CUST0535,15,90.23,7013.56,1,9,4,Month-to-month,No,Yes,Yes,Yes,Female,0,No,No,1
CUST0536,31,119.28,7770.43,2,5,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,1
CUST0537,1,33.15,1499.51,3,7,2,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,0
CUST0538,54,47.47,5804.32,1,8,4,One year,DSL,Yes,Yes,Yes,Male,1,Yes,No,0
CUST0539,3,59.46,418.26,1,9,4,One year,Fiber optic,No,Yes,No,Female,0,Yes,No,1
CUST0540,16,62.18,3302.84,1,3,0,One year,Fiber optic,No,No,No,Female,1,Yes,No,0
CUST0541,57,61.1,4178.64,1,0,4,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,No,1
CUST0542,12,110.76,4687.1,1,7,2,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,Yes,1
CUST0543,16,91.4,7493.9,3,1,3,Two year,Fiber optic,Yes,No,Yes,Female,0,No,No,0
CUST0544,24,80.79,5410.78,1,0,2,Month-to-month,No,No,Yes,No,Male,0,Yes,No,0
CUST0545,28,50.94,3902.1,3,6,1,Two year,Fiber optic,Yes,Yes,No,Male,0,No,No,0
CUST0546,8,102.38,6496.43,1,9,4,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,1
CUST0547,36,115.51,7609.21,2,8,4,Two year,DSL,Yes,No,No,Male,0,No,No,0
CUST0548,8,102.12,274.32,2,8,4,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,Yes,No,1
CUST0549,58,20.16,7861.92,1,2,4,Month-to-month,No,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0550,60,83.64,780.44,4,5,0,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,No,0
CUST0551,50,25.11,6533.66,2,6,0,One year,Fiber optic,Yes,No,No,Female,1,No,No,1
CUST0552,28,45.76,2314.64,3,9,3,Two year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,Yes,0
CUST0553,41,25.95,1144.22,1,8,4,Month-to-month,DSL,Yes,Yes,No,Male,0,Yes,Yes,0
CUST0554,64,80.38,3574.86,3,1,1,Two year,Fiber optic,No,No,No,Male,0,Yes,Yes,0
CUST0555,27,88.66,5187.26,4,7,3,One year,DSL,Yes,No,Yes,Male,0,Yes,No,1
CUST0556,63,31.45,3109.52,1,6,4,One year,No,Yes,No,Yes,Female,0,Yes,Yes,1
CUST0557,17,58.38,531.07,2,3,0,Two year,No,Yes,Yes,Yes,Female,1,Yes,No,0
CUST0558,33,65.62,4835.74,3,1,1,Month-to-month,DSL,No,Yes,No,Male,1,No,No,0
CUST0559,29,56.91,7228.99,2,7,3,Month-to-month,DSL,Yes,No,No,Female,0,Yes,No,1
CUST0560,13,32.1,3127.4,2,4,1,Two year,Fiber optic,No,Yes,Yes,Male,0,No,Yes,0
CUST0561,46,61.89,1809.03,1,5,4,Two year,DSL,No,Yes,No,Female,0,Yes,No,0
CUST0562,35,95.12,3596.36,3,6,2,Two year,DSL,Yes,No,No,Female,0,No,No,0
CUST0563,6,27.1,482.07,4,9,1,Two year,Fiber optic,No,No,No,Female,0,No,No,0
CUST0564,69,28.02,6581.85,2,0,1,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,1
CUST0565,47,55.48,6628.09,1,7,0,Two year,DSL,Yes,No,Yes,Male,0,Yes,No,1
CUST0566,25,114.17,4745.2,1,3,4,Month-to-month,No,Yes,No,No,Female,0,Yes,No,1
CUST0567,66,86.86,2889.51,4,8,1,Two year,No,Yes,Yes,Yes,Male,0,No,No,1
CUST0568,10,87.87,6418.29,1,0,4,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,No,Yes,1
CUST0569,56,56.19,4482.03,2,1,0,One year,No,No,Yes,No,Female,0,Yes,No,0
CUST0570,30,79.37,6624.87,1,5,4,Month-to-month,DSL,No,Yes,Yes,Male,0,Yes,No,1
CUST0571,5,21.01,5088.52,3,9,0,Month-to-month,DSL,Yes,Yes,No,Male,0,Yes,No,0
CUST0572,33,83.61,6296.8,3,0,0,Month-to-month,DSL,Yes,Yes,Yes,Female,0,No,No,1
CUST0573,65,111.33,4828.65,2,3,3,Two year,Fiber optic,Yes,No,Yes,Female,1,No,No,1
CUST0574,18,81.26,3371.71,3,7,4,Two year,No,No,No,Yes,Female,0,No,Yes,0
CUST0575,49,107.37,7667.77,4,9,2,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
CUST0576,11,92.4,4374.8,1,4,3,One year,No,No,Yes,Yes,Male,0,No,No,1
CUST0577,26,32.06,4880.21,2,8,0,One year,Fiber optic,No,Yes,No,Male,0,Yes,No,0
CUST0578,63,110.25,1841.85,4,5,2,Month-to-month,Fiber optic,No,Yes,No,Female,0,No,No,0
CUST0579,59,26.64,5042.64,1,0,1,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,Yes,0
CUST0580,27,73.4,4615.7,4,5,1,Two year,DSL,Yes,Yes,No,Male,0,Yes,No,0
CUST0581,49,34.21,1560.22,2,5,3,One year,DSL,Yes,No,Yes,Male,0,Yes,Yes,0
CUST0582,33,21.17,570.74,2,5,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,1,Yes,No,0
CUST0583,1,62.2,4874.44,4,7,4,One year,Fiber optic,No,No,No,Female,0,No,No,0
CUST0584,21,49.5,6133.17,1,5,2,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,No,0
CUST0585,55,68.6,4234.87,3,4,3,Month-to-month,Fiber optic,Yes,No,No,Female,0,No,No,1
CUST0586,6,77.72,1891.5,3,1,4,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,1
CUST0587,69,24.37,5365.52,4,3,4,Month-to-month,Fiber optic,No,No,No,Male,0,No,No,1
CUST0588,5,32.3,732.84,2,9,1,One year,Fiber optic,No,No,No,Female,0,No,Yes,0
CUST0589,3,75.86,3590.49,1,4,2,Two year,Fiber optic,Yes,No,No,Female,0,Yes,No,0
CUST0590,53,54.32,1390.6,1,9,4,Month-to-month,No,Yes,No,Yes,Male,1,No,No,0
CUST0591,23,92.92,1557.23,2,3,3,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,No,1
CUST0592,53,85.23,1698.12,3,1,1,One year,Fiber optic,No,Yes,No,Male,1,No,No,0
CUST0593,37,104.56,3154.99,1,6,4,Two year,No,Yes,Yes,No,Female,0,No,No,0
CUST0594,17,89.25,504.09,4,9,2,One year,No,Yes,No,Yes,Male,0,No,No,0
CUST0595,1,62.99,3242.57,3,9,1,Two year,No,Yes,Yes,Yes,Male,0,Yes,Yes,0
CUST0596,51,87.3,4142.49,4,1,2,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,0
CUST0597,45,47.54,3918.02,3,0,2,One year,DSL,No,No,Yes,Female,0,Yes,No,0
CUST0598,4,50.63,3123.99,2,4,2,Month-to-month,DSL,No,Yes,Yes,Female,0,No,No,1
CUST0599,62,98.9,6729.26,4,0,1,Month-to-month,DSL,No,No,Yes,Female,0,No,Yes,0
CUST0600,65,64.64,1248.08,4,0,4,Month-to-month,No,No,Yes,Yes,Female,0,Yes,No,0
CUST0601,32,99.84,4095.0,2,0,0,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,Yes,Yes,0
CUST0602,34,102.24,590.13,4,5,4,Two year,DSL,Yes,Yes,Yes,Female,0,No,No,1
CUST0603,39,105.76,662.13,3,8,1,Two year,DSL,No,No,Yes,Male,0,No,Yes,1
CUST0604,26,111.66,4633.54,1,9,0,Month-to-month,DSL,No,Yes,Yes,Female,0,No,No,1
CUST0605,34,63.1,4571.55,1,0,0,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,No,Yes,0
CUST0606,54,51.89,7036.46,2,4,0,Month-to-month,Fiber optic,No,Yes,Yes,Male,0,No,No,1
CUST0607,3,78.22,4507.2,3,8,3,Month-to-month,No,No,No,No,Male,0,No,No,0
CUST0608,50,57.12,7682.35,4,8,1,One year,No,No,No,Yes,Female,0,Yes,Yes,0
CUST0609,12,80.11,484.69,4,0,3,Two year,DSL,No,Yes,No,Male,0,No,Yes,0
CUST0610,65,90.56,874.26,1,7,0,Two year,DSL,No,Yes,Yes,Female,0,Yes,Yes,1
CUST0611,54,88.84,448.12,4,0,3,One year,DSL,Yes,No,Yes,Male,0,No,No,1
CUST0612,5,57.46,1563.69,1,7,3,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,1
CUST0613,57,36.69,4376.03,2,0,1,Month-to-month,No,No,Yes,No,Male,0,Yes,No,1
CUST0614,17,63.05,5200.02,4,4,2,Month-to-month,Fiber optic,No,No,Yes,Male,0,No,No,0
CUST0615,47,34.26,460.12,3,7,3,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,Yes,1
CUST0616,23,109.01,7573.17,4,5,3,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,No,1
CUST0617,14,54.59,6753.11,1,8,0,One year,DSL,Yes,No,No,Male,0,No,No,0
CUST0618,66,35.45,2443.24,2,0,0,Month-to-month,DSL,No,Yes,Yes,Male,1,Yes,No,0
CUST0619,51,22.54,709.78,1,8,0,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,1
CUST0620,38,84.58,1442.11,4,0,4,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,1
CUST0621,64,83.69,1102.86,1,9,3,Two year,DSL,No,Yes,Yes,Female,0,Yes,No,0
CUST0622,38,54.06,1073.94,1,9,0,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,No,1
CUST0623,50,27.17,4196.64,2,2,1,One year,No,Yes,No,Yes,Male,0,No,Yes,0
CUST0624,30,60.96,2042.19,3,0,4,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,No,0
CUST0625,51,51.12,2929.3,4,2,2,Month-to-month,Fiber optic,Yes,No,No,Female,0,Yes,Yes,0
CUST0626,63,87.71,7917.09,2,1,3,One year,Fiber optic,No,Yes,No,Female,0,Yes,No,1
CUST0627,52,80.58,5506.08,3,1,3,Two year,Fiber optic,No,No,Yes,Female,1,No,No,1
CUST0628,38,56.46,7596.95,1,8,1,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,Yes,1
CUST0629,30,41.79,1226.2,3,7,2,Two year,No,Yes,No,Yes,Female,0,Yes,Yes,0
CUST0630,51,118.8,3118.9,1,0,2,Month-to-month,DSL,Yes,Yes,Yes,Male,0,Yes,No,1
CUST0631,5,65.4,4482.38,1,3,4,Month-to-month,Fiber optic,No,Yes,No,Male,1,Yes,Yes,0
CUST0632,29,88.83,706.39,2,0,3,Two year,DSL,Yes,No,No,Male,0,Yes,No,0
CUST0633,4,34.06,133.08,1,0,0,Two year,DSL,No,Yes,Yes,Female,0,No,Yes,1
CUST0634,10,68.56,5396.43,2,3,1,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,No,0
CUST0635,56,22.75,5170.37,3,1,1,One year,No,No,Yes,Yes,Male,0,No,No,0
CUST0636,17,70.55,3345.23,3,2,1,Two year,Fiber optic,Yes,Yes,Yes,Male,0,No,Yes,0
CUST0637,17,116.4,3968.19,1,8,1,Two year,DSL,Yes,Yes,Yes,Female,0,No,No,1
CUST0638,69,58.42,3382.0,2,1,0,Two year,DSL,Yes,Yes,Yes,Female,0,Yes,No,0
CUST0639,34,23.9,289.64,1,3,0,One year,Fiber optic,Yes,No,No,Male,0,Yes,No,0
CUST0640,6,23.1,2749.44,2,0,4,Month-to-month,DSL,Yes,No,No,Male,0,No,No,1
CUST0641,53,58.8,1498.95,2,1,3,Two year,DSL,Yes,No,Yes,Male,0,Yes,Yes,0
CUST0642,66,36.0,877.55,2,4,0,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,Yes,0
CUST0643,43,22.34,7658.09,3,9,4,Month-to-month,DSL,No,Yes,Yes,Male,1,Yes,No,1
CUST0644,23,95.62,4834.94,2,0,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,1,No,Yes,1
CUST0645,55,65.85,5856.38,3,6,3,One year,Fiber optic,No,No,Yes,Male,0,Yes,No,1
CUST0646,16,48.92,2591.37,2,3,0,Month-to-month,DSL,Yes,Yes,No,Male,1,Yes,No,0
CUST0647,8,110.01,3205.86,3,5,2,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,0
CUST0648,4,31.61,1971.7,4,7,4,Two year,Fiber optic,No,Yes,No,Male,0,No,No,1
CUST0649,4,115.59,866.03,3,5,0,Month-to-month,Fiber optic,No,Yes,No,Female,0,Yes,No,0
CUST0650,56,51.4,1514.35,3,1,0,One year,Fiber optic,No,No,Yes,Female,0,Yes,No,0
CUST0651,25,108.84,6400.36,1,0,2,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,Yes,1
CUST0652,67,80.29,5452.61,2,7,0,Month-to-month,No,No,No,No,Male,0,No,No,1
CUST0653,67,102.67,4420.74,4,7,1,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,No,1
CUST0654,27,118.4,3853.21,1,8,0,One year,DSL,No,No,No,Female,0,Yes,Yes,0
CUST0655,32,48.84,7387.23,2,5,3,Month-to-month,DSL,Yes,Yes,Yes,Female,1,No,No,0
CUST0656,50,116.11,674.61,4,0,2,Two year,DSL,No,Yes,Yes,Male,1,Yes,No,1
CUST0657,61,58.95,2316.75,4,8,3,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
CUST0658,51,58.55,2864.51,4,2,4,Month-to-month,Fiber optic,Yes,Yes,No,Male,0,No,Yes,0
CUST0659,19,54.04,6281.16,2,5,3,Month-to-month,DSL,No,No,No,Male,0,No,No,0
CUST0660,21,74.14,7940.87,4,9,1,Month-to-month,DSL,Yes,No,No,Male,0,Yes,No,1
CUST0661,5,35.41,2001.3,4,9,1,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,No,1
CUST0662,42,75.37,7007.03,1,8,3,Two year,DSL,No,No,No,Male,0,No,No,0
CUST0663,61,74.17,6661.92,3,2,4,One year,Fiber optic,No,Yes,Yes,Male,0,No,Yes,0
CUST0664,22,96.19,1874.79,2,4,0,Month-to-month,Fiber optic,No,Yes,Yes,Female,0,No,No,0
CUST0665,21,103.36,3254.73,3,4,1,Month-to-month,DSL,No,Yes,Yes,Male,1,No,No,0
CUST0666,70,64.04,3336.42,1,9,3,Month-to-month,Fiber optic,No,No,No,Male,1,Yes,No,1
CUST0667,1,50.23,7827.94,3,6,3,Two year,Fiber optic,No,No,No,Male,0,No,Yes,0
CUST0668,5,45.93,1529.05,4,3,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,No,0
CUST0669,12,39.46,6413.35,4,3,0,One year,DSL,Yes,Yes,No,Female,1,No,Yes,0
CUST0670,46,25.76,2740.12,2,6,2,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,No,1
CUST0671,34,54.24,5873.88,2,8,4,Month-to-month,No,No,Yes,Yes,Male,0,No,No,1
CUST0672,49,47.02,3418.09,2,3,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,No,0
CUST0673,45,116.64,4669.04,1,3,4,Month-to-month,DSL,No,No,Yes,Female,0,No,Yes,0
CUST0674,27,75.77,6677.63,2,5,4,One year,Fiber optic,Yes,No,Yes,Female,0,No,Yes,0
CUST0675,26,54.73,6452.91,1,5,3,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,No,No,0
CUST0676,47,78.05,6944.74,4,6,1,One year,Fiber optic,No,Yes,No,Male,0,Yes,No,1
CUST0677,56,33.92,570.98,3,0,3,Month-to-month,Fiber optic,No,No,Yes,Male,0,Yes,No,0
CUST0678,63,64.4,5567.2,4,2,0,Two year,Fiber optic,Yes,No,No,Male,0,Yes,No,0
CUST0679,48,82.62,1205.9,4,8,4,Month-to-month,No,Yes,No,Yes,Female,0,No,No,1
CUST0680,61,68.89,3384.97,4,5,1,Two year,Fiber optic,No,No,No,Female,0,No,No,0
CUST0681,26,60.18,4433.85,2,5,4,Two year,Fiber optic,No,No,No,Male,0,Yes,No,1
CUST0682,36,119.38,3281.64,2,4,4,Two year,DSL,Yes,No,No,Female,0,No,Yes,0
CUST0683,1,108.03,4204.93,2,2,3,Month-to-month,No,Yes,No,Yes,Female,0,Yes,No,1
CUST0684,8,82.34,7972.56,3,4,1,One year,No,Yes,Yes,No,Male,0,No,No,0
CUST0685,52,76.94,1168.22,2,0,1,Month-to-month,DSL,No,No,Yes,Male,0,Yes,No,1
CUST0686,47,82.07,5436.1,1,2,4,Month-to-month,Fiber optic,No,Yes,No,Male,0,Yes,Yes,0
CUST0687,56,40.13,3228.41,4,3,1,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,0
CUST0688,14,59.51,1150.78,3,4,1,Month-to-month,Fiber optic,Yes,No,Yes,Female,0,No,No,0
CUST0689,28,23.95,1354.02,3,9,3,Two year,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0690,2,67.55,7599.26,3,8,2,Month-to-month,DSL,No,No,No,Male,1,Yes,No,0
CUST0691,26,74.3,7048.85,3,3,0,One year,No,Yes,Yes,Yes,Male,0,No,No,0
CUST0692,14,42.77,7265.63,3,2,2,One year,DSL,Yes,No,No,Male,0,Yes,No,0
CUST0693,59,116.4,7933.11,1,9,1,Month-to-month,Fiber optic,Yes,Yes,No,Female,0,No,No,0
CUST0694,56,110.95,1745.69,4,0,4,One year,Fiber optic,Yes,No,No,Male,0,Yes,Yes,0
CUST0695,7,92.21,2907.97,3,9,0,Month-to-month,DSL,Yes,No,Yes,Male,0,No,Yes,0
CUST0696,3,73.34,5386.83,4,5,0,One year,DSL,No,Yes,No,Female,0,No,Yes,0
CUST0697,23,107.0,3922.04,2,6,4,Month-to-month,DSL,No,Yes,Yes,Male,0,No,No,1
CUST0698,18,33.07,3405.28,3,9,0,Two year,Fiber optic,No,No,Yes,Male,0,Yes,No,0
CUST0699,38,99.05,2926.71,3,7,4,One year,Fiber optic,No,Yes,No,Male,0,No,No,1
CUST0700,15,32.48,4790.87,4,0,0,Two year,DSL,No,No,No,Female,0,No,Yes,0
CUST0701,64,99.42,4647.19,3,3,2,Month-to-month,DSL,Yes,Yes,No,Male,0,No,Yes,1
CUST0702,28,47.58,1375.52,3,4,0,Month-to-month,DSL,Yes,No,Yes,Male,0,Yes,Yes,0
CUST0703,39,107.71,3826.74,3,1,3,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,No,Yes,0
CUST0704,57,114.4,4472.43,1,0,4,Month-to-month,Fiber optic,No,No,Yes,Female,1,No,Yes,1
CUST0705,17,34.88,4605.27,1,7,0,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,1
CUST0706,44,66.27,1759.85,3,5,4,One year,Fiber optic,Yes,No,Yes,Male,0,No,No,0
CUST0707,25,118.1,5963.94,1,4,3,Month-to-month,DSL,Yes,Yes,Yes,Male,0,No,No,1
CUST0708,17,68.34,299.07,2,8,0,Month-to-month,No,No,No,No,Female,0,Yes,No,0
CUST0709,13,106.35,2903.17,3,1,0,Two year,No,Yes,Yes,No,Female,0,No,No,0
CUST0710,25,78.87,6263.68,2,9,3,One year,Fiber optic,Yes,Yes,No,Male,0,No,No,0
CUST0711,68,57.53,4554.75,4,7,3,Month-to-month,No,No,No,No,Male,0,Yes,No,1
CUST0712,10,48.58,2163.18,2,9,3,Month-to-month,No,No,Yes,Yes,Female,0,Yes,No,1
CUST0713,67,40.32,5590.13,4,8,4,Month-to-month,No,Yes,Yes,Yes,Male,0,Yes,Yes,0
CUST0714,18,96.18,4582.39,3,0,3,Month-to-month,Fiber optic,No,No,No,Female,0,Yes,Yes,0
CUST0715,34,58.65,6390.32,4,6,4,One year,DSL,Yes,No,Yes,Female,0,No,Yes,1
CUST0716,8,71.13,5906.7,4,7,2,Month-to-month,DSL,No,No,Yes,Female,0,Yes,No,1
CUST0717,40,69.23,4919.85,2,2,0,Two year,DSL,Yes,No,Yes,Male,0,No,Yes,1
CUST0718,42,77.73,3956.6,2,3,0,One year,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,0
CUST0719,41,106.56,1152.14,2,2,1,One year,DSL,No,Yes,No,Female,0,Yes,Yes,1
CUST0720,6,118.07,2164.53,3,6,2,Month-to-month,DSL,No,Yes,No,Male,0,No,No,0
CUST0721,52,60.76,3410.89,3,8,3,Month-to-month,Fiber optic,No,No,No,Male,0,Yes,Yes,1
CUST0722,26,102.75,4834.46,2,2,3,One year,DSL,No,Yes,Yes,Male,0,Yes,No,0
CUST0723,64,96.45,4158.29,3,5,2,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,No,Yes,1
CUST0724,59,77.35,2376.66,3,7,3,Month-to-month,No,No,No,No,Female,0,Yes,Yes,0
CUST0725,56,115.6,151.07,4,5,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Male,0,Yes,No,0
CUST0726,59,40.05,4020.29,4,1,4,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,1
CUST0727,70,30.93,2356.45,2,6,0,One year,Fiber optic,Yes,No,No,Male,0,No,Yes,1
CUST0728,33,105.4,5903.41,3,1,2,Month-to-month,Fiber optic,No,Yes,No,Male,0,No,No,1
CUST0729,53,63.91,289.18,4,1,0,Month-to-month,DSL,Yes,No,No,Male,0,No,No,0
CUST0730,22,104.7,4720.14,1,1,4,Month-to-month,No,Yes,No,Yes,Male,1,No,No,0
CUST0731,21,109.31,7537.65,3,0,2,One year,DSL,No,Yes,Yes,Male,0,No,No,0
CUST0732,70,26.25,1477.83,1,0,4,Two year,DSL,Yes,Yes,No,Female,1,Yes,No,1
CUST0733,70,108.35,3826.03,2,6,3,Two year,Fiber optic,Yes,Yes,Yes,Female,0,No,Yes,0
CUST0734,4,64.83,822.23,3,4,3,Month-to-month,DSL,Yes,No,No,Male,1,Yes,No,0
CUST0735,62,71.04,5042.89,2,2,3,Month-to-month,Fiber optic,No,No,Yes,Female,0,No,No,0
CUST0736,62,82.66,4449.2,2,0,4,Month-to-month,DSL,Yes,Yes,No,Female,1,Yes,No,0
CUST0737,24,112.64,3318.19,2,9,4,One year,DSL,Yes,Yes,No,Male,0,No,No,1
CUST0738,55,21.91,4218.88,2,5,4,One year,DSL,Yes,No,Yes,Female,0,No,No,0
CUST0739,9,67.68,7182.94,2,0,0,One year,DSL,No,Yes,Yes,Female,0,Yes,No,1
CUST0740,3,88.77,1650.72,3,8,4,Month-to-month,Fiber optic,No,Yes,No,Male,1,Yes,No,1
CUST0741,31,92.27,278.26,1,1,3,One year,No,No,No,No,Female,0,Yes,No,0
CUST0742,40,89.25,6907.15,3,0,1,Month-to-month,Fiber optic,Yes,Yes,Yes,Female,0,Yes,No,1
CUST0743,36,33.44,4659.22,3,6,4,One year,No,Yes,Yes,No,Female,0,No,No,1
CUST0744,24,49.94,7136.2,3,5,1,Month-to-month,DSL,Yes,Yes,Yes,Female,0,Yes,Yes,1
CUST0745,6,55.87,4815.87,4,5,3,One year,DSL,Yes,Yes,Yes,Female,0,Yes,No,0
CUST0746,66,100.44,6500.27,4,4,4,Month-to-month,DSL,Yes,No,Yes,Male,0,No,No,1
CUST0747,4,47.88,3494.42,3,3,0,Month-to-month,Fiber optic,No,No,No,Male,1,Yes,No,1
CUST0748,6,41.07,6023.89,1,3,0,One year,Fiber optic,Yes,No,Yes,Male,1,Yes,No,1
CUST0749,51,115.74,7313.03,3,2,1,Month-to-month,Fiber optic,Yes,No,Yes,Male,0,Yes,No,1
CUST0750,62,20.89,4619.77,2,9,0,One year,Fiber optic,No,Yes,No,Male,0,No,No,0
CUST0751,57,119.78,1528.2,4,7,0,One year,Fiber optic,No,Yes,Yes,Female,0,Yes,No,0
CUST0752,66,87.68,2223.5,4,6,0,One year,Fiber optic,Yes,Yes,Yes,Female,0,No,Yes,1
CUST0753,8,102.85,1669.29,3,8,3,Month-to-month,No,No,Yes,Yes,Male,0,Yes,Yes,1
CUST0754,26,49.46,2050.17,3,0,0,Month-to-month,DSL,No,No,No,Male,0,No,No,0
CUST0755,51,21.43,2520.68,1,6,2,One year,Fiber optic,No,Yes,Yes,Male,0,No,No,0
